i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
33,11,0.105,0.00,0.25,0.60401,0.423,0.40,0.45,1.2676,1.0000,1.5000,0.32568,0.30,0.35,FuuA,804.73552,34.93077,80.47355,neutron,pi-
34,11,0.100,0.00,0.25,0.62667,0.423,0.40,0.45,1.2571,1.0000,1.5000,0.37589,0.35,0.40,FuuA,681.83128,33.66853,68.18313,neutron,pi-
35,11,0.097,0.00,0.25,0.64586,0.424,0.40,0.45,1.2483,1.0000,1.5000,0.42600,0.40,0.45,FuuA,565.67801,33.16269,56.56780,neutron,pi-
36,11,0.094,0.00,0.25,0.66004,0.424,0.40,0.45,1.2424,1.0000,1.5000,0.47492,0.45,0.50,FuuA,461.87663,34.96118,46.18766,neutron,pi-
37,11,0.092,0.00,0.25,0.67124,0.424,0.40,0.45,1.2389,1.0000,1.5000,0.52470,0.50,0.55,FuuA,367.65416,35.01626,36.76542,neutron,pi-
38,11,0.091,0.00,0.25,0.67922,0.424,0.40,0.45,1.2363,1.0000,1.5000,0.57618,0.55,0.60,FuuA,283.90060,38.13249,28.39006,neutron,pi-
39,11,0.091,0.00,0.25,0.68423,0.424,0.40,0.45,1.2338,1.0000,1.5000,0.64825,0.60,0.70,FuuA,191.85813,30.66514,19.18581,neutron,pi-
40,11,0.089,0.00,0.25,0.69473,0.425,0.40,0.45,1.2316,1.0000,1.5000,0.74301,0.70,0.80,FuuA,105.84608,38.21427,10.58461,neutron,pi-
41,11,0.086,0.00,0.25,0.71558,0.427,0.40,0.45,1.2258,1.0000,1.5000,0.87572,0.80,1.60,FuuA,44.00011,46.62786,4.40001,neutron,pi-
42,11,0.143,0.00,0.25,0.47459,0.473,0.45,0.50,1.3772,1.0000,1.5000,0.07306,0.00,0.10,FuuA,853.45715,86.30527,85.34572,neutron,pi-
43,11,0.134,0.00,0.25,0.49797,0.473,0.45,0.50,1.3493,1.0000,1.5000,0.12950,0.10,0.15,FuuA,826.95017,86.32107,82.69502,neutron,pi-
44,11,0.126,0.00,0.25,0.52078,0.473,0.45,0.50,1.3247,1.0000,1.5000,0.17622,0.15,0.20,FuuA,789.16317,61.55880,78.91632,neutron,pi-
45,11,0.119,0.00,0.25,0.54331,0.473,0.45,0.50,1.3050,1.0000,1.5000,0.22533,0.20,0.25,FuuA,732.65442,54.98784,73.26544,neutron,pi-
46,11,0.113,0.00,0.25,0.56511,0.473,0.45,0.50,1.2885,1.0000,1.5000,0.27452,0.25,0.30,FuuA,664.56763,46.49367,66.45676,neutron,pi-
47,11,0.108,0.00,0.25,0.58792,0.473,0.45,0.50,1.2750,1.0000,1.5000,0.32586,0.30,0.35,FuuA,585.33115,42.49418,58.53311,neutron,pi-
48,11,0.103,0.00,0.25,0.60927,0.473,0.45,0.50,1.2643,1.0000,1.5000,0.37452,0.35,0.40,FuuA,508.02974,42.48670,50.80297,neutron,pi-
49,11,0.100,0.00,0.25,0.62888,0.474,0.45,0.50,1.2550,1.0000,1.5000,0.42436,0.40,0.45,FuuA,430.68287,38.27228,43.06829,neutron,pi-
50,11,0.097,0.00,0.25,0.64614,0.474,0.45,0.50,1.2470,1.0000,1.5000,0.47555,0.45,0.50,FuuA,356.31000,40.36238,35.63100,neutron,pi-
51,11,0.094,0.00,0.25,0.65901,0.474,0.45,0.50,1.2419,1.0000,1.5000,0.52504,0.50,0.55,FuuA,290.96217,40.91526,29.09622,neutron,pi-
52,11,0.093,0.00,0.25,0.66930,0.474,0.45,0.50,1.2386,1.0000,1.5000,0.57535,0.55,0.60,FuuA,232.15972,43.05702,23.21597,neutron,pi-
53,11,0.091,0.00,0.25,0.67965,0.474,0.45,0.50,1.2353,1.0000,1.5000,0.64863,0.60,0.70,FuuA,162.28689,33.95108,16.22869,neutron,pi-
54,11,0.091,0.00,0.25,0.68582,0.474,0.45,0.50,1.2323,1.0000,1.5000,0.74770,0.70,0.80,FuuA,93.20502,40.31551,9.32050,neutron,pi-
55,11,0.087,0.00,0.25,0.70462,0.476,0.45,0.50,1.2279,1.0000,1.5000,0.89868,0.80,1.60,FuuA,38.43659,40.42686,3.84366,neutron,pi-
56,11,0.145,0.00,0.25,0.46879,0.523,0.50,0.55,1.3836,1.0000,1.5000,0.06260,0.00,0.10,FuuA,597.03892,122.66100,59.70389,neutron,pi-
57,11,0.136,0.00,0.25,0.49138,0.523,0.50,0.55,1.3566,1.0000,1.5000,0.12762,0.10,0.15,FuuA,578.44870,86.03780,57.84487,neutron,pi-
58,11,0.129,0.00,0.25,0.51319,0.523,0.50,0.55,1.3324,1.0000,1.5000,0.17649,0.15,0.20,FuuA,554.86096,86.58066,55.48610,neutron,pi-
59,11,0.122,0.00,0.25,0.53370,0.523,0.50,0.55,1.3125,1.0000,1.5000,0.22488,0.20,0.25,FuuA,521.65792,62.08973,52.16579,neutron,pi-
60,11,0.116,0.00,0.25,0.55405,0.523,0.50,0.55,1.2961,1.0000,1.5000,0.27405,0.25,0.30,FuuA,479.22432,61.74146,47.92243,neutron,pi-
61,11,0.111,0.00,0.25,0.57436,0.523,0.50,0.55,1.2823,1.0000,1.5000,0.32439,0.30,0.35,FuuA,430.03279,49.50852,43.00328,neutron,pi-
62,11,0.106,0.00,0.25,0.59521,0.523,0.50,0.55,1.2700,1.0000,1.5000,0.37685,0.35,0.40,FuuA,376.17273,49.60912,37.61727,neutron,pi-
63,11,0.102,0.00,0.25,0.61445,0.523,0.50,0.55,1.2610,1.0000,1.5000,0.42764,0.40,0.45,FuuA,323.44133,46.27040,32.34413,neutron,pi-
64,11,0.099,0.00,0.25,0.63107,0.524,0.50,0.55,1.2532,1.0000,1.5000,0.47564,0.45,0.50,FuuA,275.65387,50.00933,27.56539,neutron,pi-
65,11,0.097,0.00,0.25,0.64582,0.524,0.50,0.55,1.2466,1.0000,1.5000,0.52407,0.50,0.55,FuuA,230.98168,45.81638,23.09817,neutron,pi-
66,11,0.094,0.00,0.25,0.65815,0.524,0.50,0.55,1.2413,1.0000,1.5000,0.57440,0.55,0.60,FuuA,188.86919,50.10081,18.88692,neutron,pi-
67,11,0.092,0.00,0.25,0.67152,0.524,0.50,0.55,1.2371,1.0000,1.5000,0.64871,0.60,0.70,FuuA,136.50462,36.84287,13.65046,neutron,pi-
68,11,0.091,0.00,0.25,0.68255,0.524,0.50,0.55,1.2333,1.0000,1.5000,0.74618,0.70,0.80,FuuA,83.52733,46.49234,8.35273,neutron,pi-
69,11,0.088,0.00,0.25,0.69793,0.525,0.50,0.55,1.2274,1.0000,1.5000,0.91611,0.80,1.60,FuuA,34.94005,36.97631,3.49400,neutron,pi-
70,11,0.144,0.00,0.25,0.47023,0.573,0.55,0.60,1.3821,1.0000,1.5000,0.07426,0.00,0.10,FuuA,418.04057,124.21860,41.80406,neutron,pi-
71,11,0.137,0.00,0.25,0.48872,0.573,0.55,0.60,1.3595,1.0000,1.5000,0.13291,0.10,0.15,FuuA,407.29821,123.05040,40.72982,neutron,pi-
72,11,0.130,0.00,0.25,0.50941,0.573,0.55,0.60,1.3361,1.0000,1.5000,0.18286,0.15,0.20,FuuA,391.68034,87.00977,39.16803,neutron,pi-
73,11,0.123,0.00,0.25,0.52832,0.573,0.55,0.60,1.3164,1.0000,1.5000,0.23014,0.20,0.25,FuuA,371.46949,87.41466,37.14695,neutron,pi-
74,11,0.118,0.00,0.25,0.54549,0.573,0.55,0.60,1.3017,1.0000,1.5000,0.27535,0.25,0.30,FuuA,346.89393,70.40546,34.68939,neutron,pi-
75,11,0.113,0.00,0.25,0.56461,0.573,0.55,0.60,1.2876,1.0000,1.5000,0.32720,0.30,0.35,FuuA,314.34746,60.89946,31.43475,neutron,pi-
76,11,0.109,0.00,0.25,0.58260,0.573,0.55,0.60,1.2762,1.0000,1.5000,0.37744,0.35,0.40,FuuA,280.55863,61.38329,28.05586,neutron,pi-
77,11,0.105,0.00,0.25,0.60038,0.573,0.55,0.60,1.2665,1.0000,1.5000,0.42774,0.40,0.45,FuuA,245.83725,54.60165,24.58373,neutron,pi-
78,11,0.102,0.00,0.25,0.61848,0.574,0.55,0.60,1.2583,1.0000,1.5000,0.47987,0.45,0.50,FuuA,210.23627,54.84287,21.02363,neutron,pi-
79,11,0.099,0.00,0.25,0.63289,0.574,0.55,0.60,1.2512,1.0000,1.5000,0.52533,0.50,0.55,FuuA,181.11694,61.06734,18.11169,neutron,pi-
80,11,0.096,0.00,0.25,0.64539,0.574,0.55,0.60,1.2452,1.0000,1.5000,0.57141,0.55,0.60,FuuA,153.67568,54.69733,15.36757,neutron,pi-
81,11,0.094,0.00,0.25,0.66186,0.574,0.55,0.60,1.2391,1.0000,1.5000,0.64844,0.60,0.70,FuuA,113.71657,41.06523,11.37166,neutron,pi-
82,11,0.091,0.00,0.25,0.67724,0.574,0.55,0.60,1.2340,1.0000,1.5000,0.74665,0.70,0.80,FuuA,73.04625,50.19162,7.30462,neutron,pi-
83,11,0.088,0.00,0.25,0.69842,0.575,0.55,0.60,1.2241,1.0000,1.5000,0.94023,0.80,1.60,FuuA,30.10339,37.21034,3.01034,neutron,pi-
84,11,0.188,0.00,0.25,0.45515,0.323,0.30,0.35,1.7276,1.5000,2.0000,0.06541,0.00,0.10,FuuA,1761.52299,32.50453,176.15230,neutron,pi-
85,11,0.177,0.00,0.25,0.48923,0.324,0.30,0.35,1.7276,1.5000,2.0000,0.12596,0.10,0.15,FuuA,1609.39572,32.21481,160.93957,neutron,pi-
86,11,0.165,0.00,0.25,0.52467,0.323,0.30,0.35,1.7270,1.5000,2.0000,0.17503,0.15,0.20,FuuA,1448.57079,29.31637,144.85708,neutron,pi-
87,11,0.157,0.00,0.25,0.55493,0.323,0.30,0.35,1.7246,1.5000,2.0000,0.22523,0.20,0.25,FuuA,1269.52122,27.01936,126.95212,neutron,pi-
88,11,0.151,0.00,0.25,0.57704,0.324,0.30,0.35,1.7218,1.5000,2.0000,0.27520,0.25,0.30,FuuA,1088.60433,27.21280,108.86043,neutron,pi-
89,11,0.147,0.00,0.25,0.59249,0.324,0.30,0.35,1.7193,1.5000,2.0000,0.32455,0.30,0.35,FuuA,913.44846,27.32033,91.34485,neutron,pi-
90,11,0.145,0.00,0.25,0.60222,0.324,0.30,0.35,1.7174,1.5000,2.0000,0.37380,0.35,0.40,FuuA,747.77365,29.02279,74.77737,neutron,pi-
91,11,0.144,0.00,0.25,0.60721,0.324,0.30,0.35,1.7148,1.5000,2.0000,0.42356,0.40,0.45,FuuA,596.19901,30.19606,59.61990,neutron,pi-
92,11,0.145,0.00,0.25,0.60416,0.324,0.30,0.35,1.7114,1.5000,2.0000,0.47350,0.45,0.50,FuuA,464.18379,33.46880,46.41838,neutron,pi-
93,11,0.147,0.00,0.25,0.59633,0.324,0.30,0.35,1.7100,1.5000,2.0000,0.52353,0.50,0.55,FuuA,352.34474,34.84445,35.23447,neutron,pi-
94,11,0.146,0.00,0.25,0.59975,0.325,0.30,0.35,1.7138,1.5000,2.0000,0.57306,0.55,0.60,FuuA,257.96582,40.56152,25.79658,neutron,pi-
95,11,0.140,0.00,0.25,0.62029,0.326,0.30,0.35,1.7201,1.5000,2.0000,0.63758,0.60,0.70,FuuA,165.80848,38.75714,16.58085,neutron,pi-
96,11,0.129,0.00,0.25,0.66238,0.328,0.30,0.35,1.7228,1.5000,2.0000,0.72425,0.70,0.80,FuuA,84.41679,71.00288,8.44168,neutron,pi-
97,11,0.119,0.00,0.25,0.70805,0.332,0.30,0.35,1.7222,1.5000,2.0000,0.81181,0.80,1.60,FuuA,38.83846,126.16560,3.88385,neutron,pi-
98,11,0.189,0.00,0.25,0.45219,0.373,0.35,0.40,1.7267,1.5000,2.0000,0.06401,0.00,0.10,FuuA,1169.78690,40.45931,116.97869,neutron,pi-
99,11,0.181,0.00,0.25,0.47624,0.373,0.35,0.40,1.7271,1.5000,2.0000,0.12402,0.10,0.15,FuuA,1083.75795,38.55833,108.37579,neutron,pi-
100,11,0.171,0.00,0.25,0.50650,0.373,0.35,0.40,1.7269,1.5000,2.0000,0.17411,0.15,0.20,FuuA,984.37500,34.92473,98.43750,neutron,pi-
101,11,0.162,0.00,0.25,0.53701,0.373,0.35,0.40,1.7256,1.5000,2.0000,0.22516,0.20,0.25,FuuA,871.60290,32.55297,87.16029,neutron,pi-
102,11,0.155,0.00,0.25,0.56112,0.374,0.35,0.40,1.7231,1.5000,2.0000,0.27560,0.25,0.30,FuuA,756.32912,32.32800,75.63291,neutron,pi-
103,11,0.151,0.00,0.25,0.57855,0.374,0.35,0.40,1.7211,1.5000,2.0000,0.32472,0.30,0.35,FuuA,645.00980,32.57727,64.50098,neutron,pi-
104,11,0.148,0.00,0.25,0.59170,0.374,0.35,0.40,1.7189,1.5000,2.0000,0.37524,0.35,0.40,FuuA,536.03647,32.57340,53.60365,neutron,pi-
105,11,0.145,0.00,0.25,0.60103,0.374,0.35,0.40,1.7171,1.5000,2.0000,0.42643,0.40,0.45,FuuA,433.40945,35.08353,43.34095,neutron,pi-
106,11,0.144,0.00,0.25,0.60612,0.374,0.35,0.40,1.7147,1.5000,2.0000,0.47613,0.45,0.50,FuuA,344.64183,38.10061,34.46418,neutron,pi-
107,11,0.145,0.00,0.25,0.60542,0.374,0.35,0.40,1.7119,1.5000,2.0000,0.52646,0.50,0.55,FuuA,267.43680,40.66496,26.74368,neutron,pi-
108,11,0.147,0.00,0.25,0.59798,0.374,0.35,0.40,1.7091,1.5000,2.0000,0.57593,0.55,0.60,FuuA,204.15923,46.16455,20.41592,neutron,pi-
109,11,0.147,0.00,0.25,0.59825,0.374,0.35,0.40,1.7119,1.5000,2.0000,0.64664,0.60,0.70,FuuA,133.39535,36.80220,13.33954,neutron,pi-
110,11,0.139,0.00,0.25,0.62447,0.376,0.35,0.40,1.7203,1.5000,2.0000,0.74662,0.70,0.80,FuuA,65.66844,55.18551,6.56684,neutron,pi-
111,11,0.126,0.00,0.25,0.67738,0.379,0.35,0.40,1.7229,1.5000,2.0000,0.86596,0.80,1.60,FuuA,25.49962,97.29537,2.54996,neutron,pi-
112,11,0.189,0.00,0.25,0.45003,0.423,0.40,0.45,1.7262,1.5000,2.0000,0.06343,0.00,0.10,FuuA,791.96560,49.74084,79.19656,neutron,pi-
113,11,0.183,0.00,0.25,0.46869,0.423,0.40,0.45,1.7264,1.5000,2.0000,0.12300,0.10,0.15,FuuA,742.25326,46.26746,74.22533,neutron,pi-
114,11,0.175,0.00,0.25,0.49329,0.424,0.40,0.45,1.7265,1.5000,2.0000,0.17465,0.15,0.20,FuuA,679.42118,40.58994,67.94212,neutron,pi-
115,11,0.166,0.00,0.25,0.52137,0.424,0.40,0.45,1.7262,1.5000,2.0000,0.22539,0.20,0.25,FuuA,608.80259,40.23742,60.88026,neutron,pi-
116,11,0.160,0.00,0.25,0.54502,0.424,0.40,0.45,1.7243,1.5000,2.0000,0.27438,0.25,0.30,FuuA,537.48471,38.54082,53.74847,neutron,pi-
117,11,0.154,0.00,0.25,0.56513,0.424,0.40,0.45,1.7222,1.5000,2.0000,0.32552,0.30,0.35,FuuA,462.48617,36.86676,46.24862,neutron,pi-
118,11,0.150,0.00,0.25,0.57989,0.424,0.40,0.45,1.7204,1.5000,2.0000,0.37485,0.35,0.40,FuuA,392.65450,40.49941,39.26545,neutron,pi-
119,11,0.148,0.00,0.25,0.59124,0.424,0.40,0.45,1.7184,1.5000,2.0000,0.42451,0.40,0.45,FuuA,326.52543,38.70377,32.65254,neutron,pi-
120,11,0.146,0.00,0.25,0.59978,0.424,0.40,0.45,1.7166,1.5000,2.0000,0.47579,0.45,0.50,FuuA,264.02153,43.44135,26.40215,neutron,pi-
121,11,0.145,0.00,0.25,0.60493,0.424,0.40,0.45,1.7150,1.5000,2.0000,0.52513,0.50,0.55,FuuA,210.81279,45.95097,21.08128,neutron,pi-
122,11,0.145,0.00,0.25,0.60616,0.424,0.40,0.45,1.7129,1.5000,2.0000,0.57532,0.55,0.60,FuuA,164.33457,50.37820,16.43346,neutron,pi-
123,11,0.147,0.00,0.25,0.59873,0.424,0.40,0.45,1.7093,1.5000,2.0000,0.64820,0.60,0.70,FuuA,111.50076,40.84858,11.15008,neutron,pi-
124,11,0.145,0.00,0.25,0.60152,0.425,0.40,0.45,1.7128,1.5000,2.0000,0.74143,0.70,0.80,FuuA,62.31335,55.09101,6.23133,neutron,pi-
125,11,0.136,0.00,0.25,0.63709,0.427,0.40,0.45,1.7193,1.5000,2.0000,0.86785,0.80,1.60,FuuA,26.85871,62.10106,2.68587,neutron,pi-
126,11,0.190,0.00,0.25,0.44829,0.473,0.45,0.50,1.7258,1.5000,2.0000,0.06220,0.00,0.10,FuuA,540.93698,61.62049,54.09370,neutron,pi-
127,11,0.185,0.00,0.25,0.46351,0.473,0.45,0.50,1.7259,1.5000,2.0000,0.12248,0.10,0.15,FuuA,511.25868,54.35414,51.12587,neutron,pi-
128,11,0.178,0.00,0.25,0.48271,0.474,0.45,0.50,1.7259,1.5000,2.0000,0.17344,0.15,0.20,FuuA,473.30246,49.93518,47.33025,neutron,pi-
129,11,0.171,0.00,0.25,0.50717,0.474,0.45,0.50,1.7258,1.5000,2.0000,0.22436,0.20,0.25,FuuA,428.91925,46.30923,42.89192,neutron,pi-
130,11,0.163,0.00,0.25,0.53196,0.474,0.45,0.50,1.7250,1.5000,2.0000,0.27490,0.25,0.30,FuuA,381.65723,45.97149,38.16572,neutron,pi-
131,11,0.157,0.00,0.25,0.55329,0.474,0.45,0.50,1.7229,1.5000,2.0000,0.32620,0.30,0.35,FuuA,332.90062,43.09946,33.29006,neutron,pi-
132,11,0.153,0.00,0.25,0.56933,0.474,0.45,0.50,1.7210,1.5000,2.0000,0.37606,0.35,0.40,FuuA,286.65816,46.92017,28.66582,neutron,pi-
133,11,0.150,0.00,0.25,0.58131,0.474,0.45,0.50,1.7195,1.5000,2.0000,0.42369,0.40,0.45,FuuA,244.31727,46.61537,24.43173,neutron,pi-
134,11,0.148,0.00,0.25,0.59121,0.474,0.45,0.50,1.7179,1.5000,2.0000,0.47207,0.45,0.50,FuuA,204.27910,49.63347,20.42791,neutron,pi-
135,11,0.146,0.00,0.25,0.59894,0.474,0.45,0.50,1.7167,1.5000,2.0000,0.52178,0.50,0.55,FuuA,166.84221,50.23518,16.68422,neutron,pi-
136,11,0.145,0.00,0.25,0.60388,0.474,0.45,0.50,1.7148,1.5000,2.0000,0.57355,0.55,0.60,FuuA,132.56759,54.92347,13.25676,neutron,pi-
137,11,0.144,0.00,0.25,0.60693,0.474,0.45,0.50,1.7122,1.5000,2.0000,0.64519,0.60,0.70,FuuA,93.84516,45.81923,9.38452,neutron,pi-
138,11,0.144,0.00,0.25,0.60459,0.474,0.45,0.50,1.7093,1.5000,2.0000,0.74348,0.70,0.80,FuuA,54.91523,55.03889,5.49152,neutron,pi-
139,11,0.137,0.00,0.25,0.63038,0.476,0.45,0.50,1.7136,1.5000,2.0000,0.89671,0.80,1.60,FuuA,22.32479,57.16790,2.23248,neutron,pi-
140,11,0.190,0.00,0.25,0.44757,0.523,0.50,0.55,1.7249,1.5000,2.0000,0.06550,0.00,0.10,FuuA,373.48457,70.74034,37.34846,neutron,pi-
141,11,0.186,0.00,0.25,0.45964,0.524,0.50,0.55,1.7247,1.5000,2.0000,0.12309,0.10,0.15,FuuA,356.00543,70.41748,35.60054,neutron,pi-
142,11,0.180,0.00,0.25,0.47637,0.524,0.50,0.55,1.7254,1.5000,2.0000,0.17502,0.15,0.20,FuuA,331.59191,54.94603,33.15919,neutron,pi-
143,11,0.174,0.00,0.25,0.49702,0.524,0.50,0.55,1.7253,1.5000,2.0000,0.22445,0.20,0.25,FuuA,304.12565,61.07805,30.41257,neutron,pi-
144,11,0.167,0.00,0.25,0.51995,0.524,0.50,0.55,1.7243,1.5000,2.0000,0.27455,0.25,0.30,FuuA,274.30110,49.77307,27.43011,neutron,pi-
145,11,0.161,0.00,0.25,0.54124,0.524,0.50,0.55,1.7236,1.5000,2.0000,0.32633,0.30,0.35,FuuA,241.91314,55.19967,24.19131,neutron,pi-
146,11,0.156,0.00,0.25,0.55853,0.524,0.50,0.55,1.7219,1.5000,2.0000,0.37654,0.35,0.40,FuuA,211.04288,50.04120,21.10429,neutron,pi-
147,11,0.152,0.00,0.25,0.57235,0.524,0.50,0.55,1.7200,1.5000,2.0000,0.42870,0.40,0.45,FuuA,180.20375,54.03769,18.02038,neutron,pi-
148,11,0.150,0.00,0.25,0.58280,0.524,0.50,0.55,1.7186,1.5000,2.0000,0.47424,0.45,0.50,FuuA,154.59761,60.33888,15.45976,neutron,pi-
149,11,0.147,0.00,0.25,0.59192,0.524,0.50,0.55,1.7173,1.5000,2.0000,0.52309,0.50,0.55,FuuA,129.30856,54.65407,12.93086,neutron,pi-
150,11,0.146,0.00,0.25,0.59928,0.524,0.50,0.55,1.7160,1.5000,2.0000,0.57700,0.55,0.60,FuuA,104.17638,61.64687,10.41764,neutron,pi-
151,11,0.143,0.00,0.25,0.60873,0.524,0.50,0.55,1.7142,1.5000,2.0000,0.65041,0.60,0.70,FuuA,75.64529,49.72148,7.56453,neutron,pi-
152,11,0.140,0.00,0.25,0.61833,0.524,0.50,0.55,1.7107,1.5000,2.0000,0.75116,0.70,0.80,FuuA,45.87860,61.36661,4.58786,neutron,pi-
153,11,0.134,0.00,0.25,0.63710,0.525,0.50,0.55,1.7093,1.5000,2.0000,0.92442,0.80,1.60,FuuA,18.61788,57.51991,1.86179,neutron,pi-
154,11,0.191,0.00,0.25,0.44617,0.573,0.55,0.60,1.7246,1.5000,2.0000,0.06447,0.00,0.10,FuuA,261.06167,86.59642,26.10617,neutron,pi-
