i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
205,11,0.181,0.00,0.25,0.60365,0.424,0.40,0.45,2.2062,2.0000,2.5000,0.52323,0.50,0.55,FuuA,146.59766,59.72870,14.65977,neutron,pi+
206,11,0.182,0.00,0.25,0.60150,0.424,0.40,0.45,2.2046,2.0000,2.5000,0.57218,0.55,0.60,FuuA,115.37925,69.83709,11.53792,neutron,pi+
207,11,0.184,0.00,0.25,0.59546,0.424,0.40,0.45,2.2046,2.0000,2.5000,0.64349,0.60,0.70,FuuA,78.98124,55.84920,7.89812,neutron,pi+
208,11,0.186,0.00,0.25,0.58834,0.424,0.40,0.45,2.2040,2.0000,2.5000,0.74366,0.70,0.80,FuuA,42.59808,70.43705,4.25981,neutron,pi+
209,11,0.182,0.00,0.25,0.60248,0.426,0.40,0.45,2.2153,2.0000,2.5000,0.87707,0.80,1.60,FuuA,17.40919,76.67004,1.74092,neutron,pi+
210,11,0.213,0.00,0.25,0.50878,0.474,0.45,0.50,2.2106,2.0000,2.5000,0.06410,0.00,0.10,FuuA,346.73307,70.62526,34.67331,neutron,pi+
211,11,0.208,0.00,0.25,0.52211,0.474,0.45,0.50,2.2150,2.0000,2.5000,0.12624,0.10,0.15,FuuA,327.46418,60.14987,32.74642,neutron,pi+
212,11,0.203,0.00,0.25,0.53857,0.474,0.45,0.50,2.2161,2.0000,2.5000,0.17526,0.15,0.20,FuuA,306.62161,60.06586,30.66216,neutron,pi+
213,11,0.197,0.00,0.25,0.55539,0.474,0.45,0.50,2.2163,2.0000,2.5000,0.22425,0.20,0.25,FuuA,282.18311,51.70811,28.21831,neutron,pi+
214,11,0.192,0.00,0.25,0.56942,0.474,0.45,0.50,2.2160,2.0000,2.5000,0.27610,0.25,0.30,FuuA,253.48013,51.83667,25.34801,neutron,pi+
215,11,0.189,0.00,0.25,0.57995,0.474,0.45,0.50,2.2151,2.0000,2.5000,0.32617,0.30,0.35,FuuA,224.15749,52.29367,22.41575,neutron,pi+
216,11,0.186,0.00,0.25,0.58845,0.474,0.45,0.50,2.2140,2.0000,2.5000,0.37423,0.35,0.40,FuuA,195.53993,55.64965,19.55399,neutron,pi+
217,11,0.184,0.00,0.25,0.59497,0.474,0.45,0.50,2.2128,2.0000,2.5000,0.42275,0.40,0.45,FuuA,167.24590,55.48127,16.72459,neutron,pi+
218,11,0.182,0.00,0.25,0.60001,0.474,0.45,0.50,2.2106,2.0000,2.5000,0.47255,0.45,0.50,FuuA,139.81577,60.47004,13.98158,neutron,pi+
219,11,0.182,0.00,0.25,0.60275,0.474,0.45,0.50,2.2083,2.0000,2.5000,0.52227,0.50,0.55,FuuA,114.75391,64.32735,11.47539,neutron,pi+
220,11,0.181,0.00,0.25,0.60353,0.474,0.45,0.50,2.2062,2.0000,2.5000,0.57366,0.55,0.60,FuuA,91.62709,70.53775,9.16271,neutron,pi+
221,11,0.182,0.00,0.25,0.60026,0.475,0.45,0.50,2.2047,2.0000,2.5000,0.64817,0.60,0.70,FuuA,64.15688,59.64941,6.41569,neutron,pi+
222,11,0.185,0.00,0.25,0.59269,0.474,0.45,0.50,2.2043,2.0000,2.5000,0.74600,0.70,0.80,FuuA,37.28932,80.25482,3.72893,neutron,pi+
223,11,0.183,0.00,0.25,0.59950,0.475,0.45,0.50,2.2102,2.0000,2.5000,0.89995,0.80,1.60,FuuA,15.21317,70.33426,1.52132,neutron,pi+
224,11,0.213,0.00,0.25,0.50822,0.524,0.50,0.55,2.2104,2.0000,2.5000,0.06876,0.00,0.10,FuuA,239.98296,79.03821,23.99830,neutron,pi+
225,11,0.209,0.00,0.25,0.51855,0.524,0.50,0.55,2.2137,2.0000,2.5000,0.12715,0.10,0.15,FuuA,228.75515,78.94559,22.87551,neutron,pi+
226,11,0.205,0.00,0.25,0.53286,0.524,0.50,0.55,2.2150,2.0000,2.5000,0.17641,0.15,0.20,FuuA,215.37686,64.13809,21.53769,neutron,pi+
227,11,0.199,0.00,0.25,0.54896,0.524,0.50,0.55,2.2158,2.0000,2.5000,0.22636,0.20,0.25,FuuA,199.37316,64.47168,19.93732,neutron,pi+
228,11,0.194,0.00,0.25,0.56275,0.524,0.50,0.55,2.2160,2.0000,2.5000,0.27592,0.25,0.30,FuuA,181.72579,59.32234,18.17258,neutron,pi+
229,11,0.191,0.00,0.25,0.57402,0.524,0.50,0.55,2.2155,2.0000,2.5000,0.32760,0.30,0.35,FuuA,162.10881,59.33541,16.21088,neutron,pi+
230,11,0.188,0.00,0.25,0.58261,0.524,0.50,0.55,2.2143,2.0000,2.5000,0.37548,0.35,0.40,FuuA,143.49599,64.68807,14.34960,neutron,pi+
231,11,0.185,0.00,0.25,0.59006,0.524,0.50,0.55,2.2130,2.0000,2.5000,0.42545,0.40,0.45,FuuA,124.23695,59.73343,12.42370,neutron,pi+
232,11,0.184,0.00,0.25,0.59598,0.524,0.50,0.55,2.2122,2.0000,2.5000,0.47538,0.45,0.50,FuuA,105.61008,71.24590,10.56101,neutron,pi+
233,11,0.182,0.00,0.25,0.60004,0.524,0.50,0.55,2.2104,2.0000,2.5000,0.52232,0.50,0.55,FuuA,89.30835,70.51510,8.93084,neutron,pi+
234,11,0.182,0.00,0.25,0.60263,0.524,0.50,0.55,2.2083,2.0000,2.5000,0.57043,0.55,0.60,FuuA,74.04787,80.49755,7.40479,neutron,pi+
235,11,0.182,0.00,0.25,0.60296,0.525,0.50,0.55,2.2059,2.0000,2.5000,0.64465,0.60,0.70,FuuA,53.97367,60.32107,5.39737,neutron,pi+
236,11,0.183,0.00,0.25,0.59843,0.525,0.50,0.55,2.2046,2.0000,2.5000,0.75241,0.70,0.80,FuuA,31.67208,79.21347,3.16721,neutron,pi+
237,11,0.179,0.00,0.25,0.60896,0.525,0.50,0.55,2.2096,2.0000,2.5000,0.93038,0.80,1.60,FuuA,12.38453,74.74759,1.23845,neutron,pi+
238,11,0.213,0.00,0.25,0.50717,0.574,0.55,0.60,2.2091,2.0000,2.5000,0.07027,0.00,0.10,FuuA,168.79327,91.64875,16.87933,neutron,pi+
239,11,0.210,0.00,0.25,0.51652,0.574,0.55,0.60,2.2125,2.0000,2.5000,0.12979,0.10,0.15,FuuA,161.34326,91.69351,16.13433,neutron,pi+
240,11,0.206,0.00,0.25,0.52812,0.574,0.55,0.60,2.2148,2.0000,2.5000,0.17705,0.15,0.20,FuuA,152.98139,78.45716,15.29814,neutron,pi+
241,11,0.201,0.00,0.25,0.54290,0.574,0.55,0.60,2.2153,2.0000,2.5000,0.22778,0.20,0.25,FuuA,142.51509,71.20335,14.25151,neutron,pi+
242,11,0.196,0.00,0.25,0.55736,0.574,0.55,0.60,2.2155,2.0000,2.5000,0.27841,0.25,0.30,FuuA,130.75672,70.61105,13.07567,neutron,pi+
243,11,0.192,0.00,0.25,0.56823,0.574,0.55,0.60,2.2152,2.0000,2.5000,0.32658,0.30,0.35,FuuA,118.83730,71.25162,11.88373,neutron,pi+
244,11,0.190,0.00,0.25,0.57706,0.574,0.55,0.60,2.2147,2.0000,2.5000,0.37456,0.35,0.40,FuuA,106.52295,70.45213,10.65229,neutron,pi+
245,11,0.187,0.00,0.25,0.58438,0.574,0.55,0.60,2.2140,2.0000,2.5000,0.42414,0.40,0.45,FuuA,93.67810,70.82821,9.36781,neutron,pi+
246,11,0.185,0.00,0.25,0.59119,0.574,0.55,0.60,2.2124,2.0000,2.5000,0.47694,0.45,0.50,FuuA,80.41881,70.76721,8.04188,neutron,pi+
247,11,0.183,0.00,0.25,0.59679,0.574,0.55,0.60,2.2115,2.0000,2.5000,0.52941,0.50,0.55,FuuA,67.81835,79.03281,6.78184,neutron,pi+
248,11,0.182,0.00,0.25,0.60030,0.574,0.55,0.60,2.2102,2.0000,2.5000,0.57553,0.55,0.60,FuuA,57.59653,90.97650,5.75965,neutron,pi+
249,11,0.181,0.00,0.25,0.60345,0.574,0.55,0.60,2.2074,2.0000,2.5000,0.64725,0.60,0.70,FuuA,43.73302,65.14521,4.37330,neutron,pi+
250,11,0.181,0.00,0.25,0.60470,0.575,0.55,0.60,2.2058,2.0000,2.5000,0.74208,0.70,0.80,FuuA,28.71642,92.24609,2.87164,neutron,pi+
251,11,0.176,0.00,0.25,0.62004,0.575,0.55,0.60,2.2081,2.0000,2.5000,0.91830,0.80,1.60,FuuA,12.87684,72.51932,1.28768,neutron,pi+
